Season,Nest,Tinytag,Time,Temperature
1,13,896729,2/20/2020 15:00,34.587
1,13,896729,2/20/2020 16:00,34.577
1,13,896729,2/20/2020 17:00,34.577
1,13,896729,2/20/2020 18:00,34.579
1,13,896729,2/20/2020 19:00,34.593
1,13,896729,2/20/2020 20:00,34.616
1,13,896729,2/20/2020 21:00,34.625
1,13,896729,2/20/2020 22:00,34.651
1,13,896729,2/20/2020 23:00,34.694
1,13,896729,2/21/2020 00:00,34.711
1,13,896729,2/21/2020 01:00,34.711
1,13,896729,2/21/2020 02:00,34.732
1,13,896729,2/21/2020 03:00,34.745
1,13,896729,2/21/2020 04:00,34.782
1,13,896729,2/21/2020 05:00,34.807
1,13,896729,2/21/2020 06:00,34.811
1,13,896729,2/21/2020 07:00,34.828
1,13,896729,2/21/2020 08:00,34.94
1,13,896729,2/21/2020 09:00,34.894
1,13,896729,2/21/2020 10:00,34.827
1,13,896729,2/21/2020 11:00,34.764
1,13,896729,2/21/2020 12:00,34.798
1,13,896729,2/21/2020 13:00,34.839
1,13,896729,2/21/2020 14:00,34.782
1,13,896729,2/21/2020 15:00,34.878
1,13,896729,2/21/2020 16:00,34.961
1,13,896729,2/21/2020 17:00,35.092
1,13,896729,2/21/2020 18:00,35.258
1,13,896729,2/21/2020 19:00,35.406
1,13,896729,2/21/2020 20:00,35.498
1,13,896729,2/21/2020 21:00,35.666
1,13,896729,2/21/2020 22:00,35.823
1,13,896729,2/21/2020 23:00,35.866
1,13,896729,2/22/2020 00:00,35.954
1,13,896729,2/22/2020 01:00,36.03
1,13,896729,2/22/2020 02:00,36.061
1,13,896729,2/22/2020 03:00,36.154
1,13,896729,2/22/2020 04:00,36.229
1,13,896729,2/22/2020 05:00,36.243
1,13,896729,2/22/2020 06:00,36.292
1,13,896729,2/22/2020 07:00,36.356
1,13,896729,2/22/2020 08:00,36.441
1,13,896729,2/22/2020 09:00,36.333
1,13,896729,2/22/2020 10:00,36.286
1,13,896729,2/22/2020 11:00,36.281
1,13,896729,2/22/2020 12:00,36.261
1,13,896729,2/22/2020 13:00,36.23
1,13,896729,2/22/2020 14:00,36.248
1,13,896729,2/22/2020 15:00,36.263
1,13,896729,2/22/2020 16:00,36.26
1,13,896729,2/22/2020 17:00,36.282
1,13,896729,2/22/2020 18:00,36.274
1,13,896729,2/22/2020 19:00,36.038
1,13,896729,2/22/2020 20:00,36.289
1,13,896729,2/22/2020 21:00,36.312
1,13,896729,2/22/2020 22:00,36.304
1,13,896729,2/22/2020 23:00,36.258
1,13,896729,2/23/2020 00:00,36.238
1,13,896729,2/23/2020 01:00,36.243
1,13,896729,2/23/2020 02:00,36.258
1,13,896729,2/23/2020 03:00,36.243
1,13,896729,2/23/2020 04:00,36.268
1,13,896729,2/23/2020 05:00,36.278
1,13,896729,2/23/2020 06:00,36.216
1,13,896729,2/23/2020 07:00,36.217
1,13,896729,2/23/2020 08:00,36.183
1,13,896729,2/23/2020 09:00,36.126
1,13,896729,2/23/2020 10:00,36.048
1,13,896729,2/23/2020 11:00,36.02
1,13,896729,2/23/2020 12:00,35.993
1,13,896729,2/23/2020 13:00,35.93
1,13,896729,2/23/2020 14:00,35.902
1,13,896729,2/23/2020 15:00,35.868
1,13,896729,2/23/2020 16:00,35.845
1,13,896729,2/23/2020 17:00,35.847
1,13,896729,2/23/2020 18:00,35.853
1,13,896729,2/23/2020 19:00,35.857
1,13,896729,2/23/2020 20:00,35.912
1,13,896729,2/23/2020 21:00,35.941
1,13,896729,2/23/2020 22:00,35.938
1,13,896729,2/23/2020 23:00,35.934
1,13,896729,2/24/2020 00:00,35.884
1,13,896729,2/24/2020 01:00,35.858
1,13,896729,2/24/2020 02:00,35.823
1,13,896729,2/24/2020 03:00,35.79
1,13,896729,2/24/2020 04:00,35.784
1,13,896729,2/24/2020 05:00,35.784
1,13,896729,2/24/2020 06:00,35.771
1,13,896729,2/24/2020 07:00,35.755
1,13,896729,2/24/2020 08:00,35.716
1,13,896729,2/24/2020 09:00,35.651
1,13,896729,2/24/2020 10:00,35.577
1,13,896729,2/24/2020 11:00,35.451
1,13,896729,2/24/2020 12:00,35.353
1,13,896729,2/24/2020 13:00,35.258
1,13,896729,2/24/2020 14:00,35.137
1,13,896729,2/24/2020 15:00,35.038
1,13,896729,2/24/2020 16:00,34.937
1,13,896729,2/24/2020 17:00,34.841
1,13,896729,2/24/2020 18:00,34.814
1,13,896729,2/24/2020 19:00,34.761
1,13,896729,2/24/2020 20:00,34.734
1,13,896729,2/24/2020 21:00,34.694
1,13,896729,2/24/2020 22:00,34.686
1,13,896729,2/24/2020 23:00,34.659
1,13,896729,2/25/2020 00:00,34.632
1,13,896729,2/25/2020 01:00,34.593
1,13,896729,2/25/2020 02:00,34.555
1,13,896729,2/25/2020 03:00,34.525
1,13,896729,2/25/2020 04:00,34.469
1,13,896729,2/25/2020 05:00,34.434
1,13,896729,2/25/2020 06:00,34.434
1,13,896729,2/25/2020 07:00,34.418
1,13,896729,2/25/2020 08:00,34.396
1,13,896729,2/25/2020 09:00,34.363
1,13,896729,2/25/2020 10:00,34.328
1,13,896729,2/25/2020 11:00,34.309
1,13,896729,2/25/2020 12:00,34.277
1,13,896729,2/25/2020 13:00,34.251
1,13,896729,2/25/2020 14:00,34.258
1,13,896729,2/25/2020 15:00,34.302
1,13,896729,2/25/2020 16:00,34.321
1,13,896729,2/25/2020 17:00,34.329
1,13,896729,2/25/2020 18:00,34.336
1,13,896729,2/25/2020 19:00,34.34
1,13,896729,2/25/2020 20:00,34.312
1,13,896729,2/25/2020 21:00,34.304
1,13,896729,2/25/2020 22:00,34.248
1,13,896729,2/25/2020 23:00,34.161
1,13,896729,2/26/2020 00:00,34.044
1,13,896729,2/26/2020 01:00,33.938
1,13,896729,2/26/2020 02:00,33.854
1,13,896729,2/26/2020 03:00,33.784
1,13,896729,2/26/2020 04:00,33.732
1,13,896729,2/26/2020 05:00,33.693
1,13,896729,2/26/2020 06:00,33.661
1,13,896729,2/26/2020 07:00,33.633
1,13,896729,2/26/2020 08:00,33.606
1,13,896729,2/26/2020 09:00,33.581
1,13,896729,2/26/2020 10:00,33.553
1,13,896729,2/26/2020 11:00,33.524
1,13,896729,2/26/2020 12:00,33.493
1,13,896729,2/26/2020 13:00,33.461
1,13,896729,2/26/2020 14:00,33.435
1,13,896729,2/26/2020 15:00,33.413
1,13,896729,2/26/2020 16:00,33.403
1,13,896729,2/26/2020 17:00,33.41
1,13,896729,2/26/2020 18:00,33.425
1,13,896729,2/26/2020 19:00,33.446
1,13,896729,2/26/2020 20:00,33.466
1,13,896729,2/26/2020 21:00,33.469
1,13,896729,2/26/2020 22:00,33.447
1,13,896729,2/26/2020 23:00,33.397
1,13,896729,2/27/2020 00:00,33.328
1,13,896729,2/27/2020 01:00,33.256
1,13,896729,2/27/2020 02:00,33.179
1,13,896729,2/27/2020 03:00,33.097
1,13,896729,2/27/2020 04:00,33.008
1,13,896729,2/27/2020 05:00,32.917
1,13,896729,2/27/2020 06:00,32.827
1,13,896729,2/27/2020 07:00,32.735
1,13,896729,2/27/2020 08:00,32.644
1,13,896729,2/27/2020 09:00,32.557
1,13,896729,2/27/2020 10:00,32.473
1,13,896729,2/27/2020 11:00,32.392
1,13,896729,2/27/2020 12:00,32.315
1,13,896729,2/27/2020 13:00,32.242
1,13,896729,2/27/2020 14:00,32.175
1,13,896729,2/27/2020 15:00,32.116
1,13,896729,2/27/2020 16:00,32.068
1,13,896729,2/27/2020 17:00,32.033
1,13,896729,2/27/2020 18:00,32.005
1,13,896729,2/27/2020 19:00,31.986
1,13,896729,2/27/2020 20:00,31.974
1,13,896729,2/27/2020 21:00,31.963
1,13,896729,2/27/2020 22:00,31.954
1,13,896729,2/27/2020 23:00,31.943
1,14,896717,1/9/2020 00:00,29.731
1,14,896717,1/9/2020 01:00,29.879
1,14,896717,1/9/2020 02:00,29.938
1,14,896717,1/9/2020 03:00,29.976
1,14,896717,1/9/2020 04:00,30.003
1,14,896717,1/9/2020 05:00,30.023
1,14,896717,1/9/2020 06:00,30.04
1,14,896717,1/9/2020 07:00,30.052
1,14,896717,1/9/2020 08:00,30.06
1,14,896717,1/9/2020 09:00,30.067
1,14,896717,1/9/2020 10:00,30.073
1,14,896717,1/9/2020 11:00,30.076
1,14,896717,1/9/2020 12:00,30.079
1,14,896717,1/9/2020 13:00,30.081
1,14,896717,1/9/2020 14:00,30.082
1,14,896717,1/9/2020 15:00,30.082
1,14,896717,1/9/2020 16:00,30.081
1,14,896717,1/9/2020 17:00,30.079
1,14,896717,1/9/2020 18:00,30.076
1,14,896717,1/9/2020 19:00,30.075
1,14,896717,1/9/2020 20:00,30.072
1,14,896717,1/9/2020 21:00,30.069
1,14,896717,1/9/2020 22:00,30.067
1,14,896717,1/9/2020 23:00,30.066
1,14,896717,1/10/2020 00:00,30.066
1,14,896717,1/10/2020 01:00,30.067
1,14,896717,1/10/2020 02:00,30.069
1,14,896717,1/10/2020 03:00,30.072
1,14,896717,1/10/2020 04:00,30.075
1,14,896717,1/10/2020 05:00,30.076
1,14,896717,1/10/2020 06:00,30.084
1,14,896717,1/10/2020 07:00,30.088
1,14,896717,1/10/2020 08:00,30.095
1,14,896717,1/10/2020 09:00,30.101
1,14,896717,1/10/2020 10:00,30.107
1,14,896717,1/10/2020 11:00,30.111
1,14,896717,1/10/2020 12:00,30.116
1,14,896717,1/10/2020 13:00,30.12
1,14,896717,1/10/2020 14:00,30.125
1,14,896717,1/10/2020 15:00,30.128
1,14,896717,1/10/2020 16:00,30.129
1,14,896717,1/10/2020 17:00,30.132
1,14,896717,1/10/2020 18:00,30.134
1,14,896717,1/10/2020 19:00,30.134
1,14,896717,1/10/2020 20:00,30.136
1,14,896717,1/10/2020 21:00,30.137
1,14,896717,1/10/2020 22:00,30.139
1,14,896717,1/10/2020 23:00,30.14
1,14,896717,1/11/2020 00:00,30.143
1,14,896717,1/11/2020 01:00,30.148
1,14,896717,1/11/2020 02:00,30.154
1,14,896717,1/11/2020 03:00,30.16
1,14,896717,1/11/2020 04:00,30.167
1,14,896717,1/11/2020 05:00,30.177
1,14,896717,1/11/2020 06:00,30.186
1,14,896717,1/11/2020 07:00,30.195
1,14,896717,1/11/2020 08:00,30.204
1,14,896717,1/11/2020 09:00,30.213
1,14,896717,1/11/2020 10:00,30.224
1,14,896717,1/11/2020 11:00,30.231
1,14,896717,1/11/2020 12:00,30.24
1,14,896717,1/11/2020 13:00,30.248
1,14,896717,1/11/2020 14:00,30.256
1,14,896717,1/11/2020 15:00,30.262
1,14,896717,1/11/2020 16:00,30.268
1,14,896717,1/11/2020 17:00,30.272
1,14,896717,1/11/2020 18:00,30.277
1,14,896717,1/11/2020 19:00,30.28
1,14,896717,1/11/2020 20:00,30.283
1,14,896717,1/11/2020 21:00,30.286
1,14,896717,1/11/2020 22:00,30.289
1,14,896717,1/11/2020 23:00,30.294
1,14,896717,1/12/2020 00:00,30.298
1,14,896717,1/12/2020 01:00,30.303
1,14,896717,1/12/2020 02:00,30.31
1,14,896717,1/12/2020 03:00,30.316
1,14,896717,1/12/2020 04:00,30.324
1,14,896717,1/12/2020 05:00,30.333
1,14,896717,1/12/2020 06:00,30.341
1,14,896717,1/12/2020 07:00,30.351
1,14,896717,1/12/2020 08:00,30.36
1,14,896717,1/12/2020 09:00,30.37
1,14,896717,1/12/2020 10:00,30.377
1,14,896717,1/12/2020 11:00,30.386
1,14,896717,1/12/2020 12:00,30.394
1,14,896717,1/12/2020 13:00,30.402
1,14,896717,1/12/2020 14:00,30.408
1,14,896717,1/12/2020 15:00,30.414
1,14,896717,1/12/2020 16:00,30.417
1,14,896717,1/12/2020 17:00,30.421
1,14,896717,1/12/2020 18:00,30.424
1,14,896717,1/12/2020 19:00,30.424
1,14,896717,1/12/2020 20:00,30.427
1,14,896717,1/12/2020 21:00,30.43
1,14,896717,1/12/2020 22:00,30.433
1,14,896717,1/12/2020 23:00,30.435
1,14,896717,1/13/2020 00:00,30.44
1,14,896717,1/13/2020 01:00,30.444
1,14,896717,1/13/2020 02:00,30.449
1,14,896717,1/13/2020 03:00,30.456
1,14,896717,1/13/2020 04:00,30.464
1,14,896717,1/13/2020 05:00,30.473
1,14,896717,1/13/2020 06:00,30.484
1,14,896717,1/13/2020 07:00,30.496
1,14,896717,1/13/2020 08:00,30.507
1,14,896717,1/13/2020 09:00,30.517
1,14,896717,1/13/2020 10:00,30.528
1,14,896717,1/13/2020 11:00,30.536
1,14,896717,1/13/2020 12:00,30.542
1,14,896717,1/13/2020 13:00,30.546
1,14,896717,1/13/2020 14:00,30.548
1,14,896717,1/13/2020 15:00,30.548
1,14,896717,1/13/2020 16:00,30.545
1,14,896717,1/13/2020 17:00,30.54
1,14,896717,1/13/2020 18:00,30.533
1,14,896717,1/13/2020 19:00,30.525
1,14,896717,1/13/2020 20:00,30.516
1,14,896717,1/13/2020 21:00,30.507
1,14,896717,1/13/2020 22:00,30.497
1,14,896717,1/13/2020 23:00,30.49
1,14,896717,1/14/2020 00:00,30.481
1,14,896717,1/14/2020 01:00,30.473
1,14,896717,1/14/2020 02:00,30.465
1,14,896717,1/14/2020 03:00,30.459
1,14,896717,1/14/2020 04:00,30.452
1,14,896717,1/14/2020 05:00,30.446
1,14,896717,1/14/2020 06:00,30.44
1,14,896717,1/14/2020 07:00,30.433
1,14,896717,1/14/2020 08:00,30.427
1,14,896717,1/14/2020 09:00,30.421
1,14,896717,1/14/2020 10:00,30.414
1,14,896717,1/14/2020 11:00,30.408
1,14,896717,1/14/2020 12:00,30.4
1,14,896717,1/14/2020 13:00,30.391
1,14,896717,1/14/2020 14:00,30.383
1,14,896717,1/14/2020 15:00,30.374
1,14,896717,1/14/2020 16:00,30.365
1,14,896717,1/14/2020 17:00,30.354
1,14,896717,1/14/2020 18:00,30.345
1,14,896717,1/14/2020 19:00,30.336
1,14,896717,1/14/2020 20:00,30.328
1,14,896717,1/14/2020 21:00,30.321
1,14,896717,1/14/2020 22:00,30.315
1,14,896717,1/14/2020 23:00,30.31
1,14,896717,1/15/2020 00:00,30.309
1,14,896717,1/15/2020 01:00,30.309
1,14,896717,1/15/2020 02:00,30.309
1,14,896717,1/15/2020 03:00,30.312
1,14,896717,1/15/2020 04:00,30.316
1,14,896717,1/15/2020 05:00,30.321
1,14,896717,1/15/2020 06:00,30.328
1,14,896717,1/15/2020 07:00,30.335
1,14,896717,1/15/2020 08:00,30.342
1,14,896717,1/15/2020 09:00,30.35
1,14,896717,1/15/2020 10:00,30.357
1,14,896717,1/15/2020 11:00,30.363
1,14,896717,1/15/2020 12:00,30.37
1,14,896717,1/15/2020 13:00,30.376
1,14,896717,1/15/2020 14:00,30.38
1,14,896717,1/15/2020 15:00,30.383
1,14,896717,1/15/2020 16:00,30.386
1,14,896717,1/15/2020 17:00,30.389
1,14,896717,1/15/2020 18:00,30.391
1,14,896717,1/15/2020 19:00,30.392
1,14,896717,1/15/2020 20:00,30.394
1,14,896717,1/15/2020 21:00,30.397
1,14,896717,1/15/2020 22:00,30.4
1,14,896717,1/15/2020 23:00,30.405
1,14,896717,1/16/2020 00:00,30.411
1,14,896717,1/16/2020 01:00,30.418
1,14,896717,1/16/2020 02:00,30.427
1,14,896717,1/16/2020 03:00,30.437
1,14,896717,1/16/2020 04:00,30.449
1,14,896717,1/16/2020 05:00,30.459
1,14,896717,1/16/2020 06:00,30.473
1,14,896717,1/16/2020 07:00,30.485
1,14,896717,1/16/2020 08:00,30.499
1,14,896717,1/16/2020 09:00,30.511
1,14,896717,1/16/2020 10:00,30.522
1,14,896717,1/16/2020 11:00,30.533
1,14,896717,1/16/2020 12:00,30.54
1,14,896717,1/16/2020 13:00,30.548
1,14,896717,1/16/2020 14:00,30.554
1,14,896717,1/16/2020 15:00,30.557
1,14,896717,1/16/2020 16:00,30.558
1,14,896717,1/16/2020 17:00,30.558
1,14,896717,1/16/2020 18:00,30.558
1,14,896717,1/16/2020 19:00,30.555
1,14,896717,1/16/2020 20:00,30.552
1,14,896717,1/16/2020 21:00,30.548
1,14,896717,1/16/2020 22:00,30.545
1,14,896717,1/16/2020 23:00,30.54
1,14,896717,1/17/2020 00:00,30.536
1,14,896717,1/17/2020 01:00,30.534
1,14,896717,1/17/2020 02:00,30.528
1,14,896717,1/17/2020 03:00,30.525
1,14,896717,1/17/2020 04:00,30.52
1,14,896717,1/17/2020 05:00,30.517
1,14,896717,1/17/2020 06:00,30.514
1,14,896717,1/17/2020 07:00,30.511
1,14,896717,1/17/2020 08:00,30.507
1,14,896717,1/17/2020 09:00,30.502
1,14,896717,1/17/2020 10:00,30.499
1,14,896717,1/17/2020 11:00,30.493
1,14,896717,1/17/2020 12:00,30.488
1,14,896717,1/17/2020 13:00,30.482
1,14,896717,1/17/2020 14:00,30.476
1,14,896717,1/17/2020 15:00,30.469
1,14,896717,1/17/2020 16:00,30.461
1,14,896717,1/17/2020 17:00,30.453
1,14,896717,1/17/2020 18:00,30.446
1,14,896717,1/17/2020 19:00,30.438
1,14,896717,1/17/2020 20:00,30.43
1,14,896717,1/17/2020 21:00,30.424
1,14,896717,1/17/2020 22:00,30.42
1,14,896717,1/17/2020 23:00,30.415
1,14,896717,1/18/2020 00:00,30.412
1,14,896717,1/18/2020 01:00,30.408
1,14,896717,1/18/2020 02:00,30.411
1,14,896717,1/18/2020 03:00,30.409
1,14,896717,1/18/2020 04:00,30.408
1,14,896717,1/18/2020 05:00,30.408
1,14,896717,1/18/2020 06:00,30.408
1,14,896717,1/18/2020 07:00,30.408
1,14,896717,1/18/2020 08:00,30.408
1,14,896717,1/18/2020 09:00,30.406
1,14,896717,1/18/2020 10:00,30.405
1,14,896717,1/18/2020 11:00,30.403
1,14,896717,1/18/2020 12:00,30.4
1,14,896717,1/18/2020 13:00,30.397
1,14,896717,1/18/2020 14:00,30.391
1,14,896717,1/18/2020 15:00,30.386
1,14,896717,1/18/2020 16:00,30.38
1,14,896717,1/18/2020 17:00,30.374
1,14,896717,1/18/2020 18:00,30.368
1,14,896717,1/18/2020 19:00,30.36
1,14,896717,1/18/2020 20:00,30.354
1,14,896717,1/18/2020 21:00,30.347
1,14,896717,1/18/2020 22:00,30.341
1,14,896717,1/18/2020 23:00,30.335
1,14,896717,1/19/2020 00:00,30.33
1,14,896717,1/19/2020 01:00,30.327
1,14,896717,1/19/2020 02:00,30.325
1,14,896717,1/19/2020 03:00,30.324
1,14,896717,1/19/2020 04:00,30.322
1,14,896717,1/19/2020 05:00,30.322
1,14,896717,1/19/2020 06:00,30.322
1,14,896717,1/19/2020 07:00,30.322
1,14,896717,1/19/2020 08:00,30.324
1,14,896717,1/19/2020 09:00,30.322
1,14,896717,1/19/2020 10:00,30.325
1,14,896717,1/19/2020 11:00,30.325
1,14,896717,1/19/2020 12:00,30.325
1,14,896717,1/19/2020 13:00,30.325
1,14,896717,1/19/2020 14:00,30.322
1,14,896717,1/19/2020 15:00,30.321
1,14,896717,1/19/2020 16:00,30.318
1,14,896717,1/19/2020 17:00,30.315
1,14,896717,1/19/2020 18:00,30.312
1,14,896717,1/19/2020 19:00,30.309
1,14,896717,1/19/2020 20:00,30.306
1,14,896717,1/19/2020 21:00,30.303
1,14,896717,1/19/2020 22:00,30.303
1,14,896717,1/19/2020 23:00,30.303
1,14,896717,1/20/2020 00:00,30.304
1,14,896717,1/20/2020 01:00,30.309
1,14,896717,1/20/2020 02:00,30.313
1,14,896717,1/20/2020 03:00,30.321
1,14,896717,1/20/2020 04:00,30.328
1,14,896717,1/20/2020 05:00,30.339
1,14,896717,1/20/2020 06:00,30.348
1,14,896717,1/20/2020 07:00,30.36
1,14,896717,1/20/2020 08:00,30.371
1,14,896717,1/20/2020 09:00,30.382
1,14,896717,1/20/2020 10:00,30.392
1,14,896717,1/20/2020 11:00,30.402
1,14,896717,1/20/2020 12:00,30.411
1,14,896717,1/20/2020 13:00,30.42
1,14,896717,1/20/2020 14:00,30.427
1,14,896717,1/20/2020 15:00,30.432
1,14,896717,1/20/2020 16:00,30.438
1,14,896717,1/20/2020 17:00,30.443
1,14,896717,1/20/2020 18:00,30.446
1,14,896717,1/20/2020 19:00,30.449
1,14,896717,1/20/2020 20:00,30.452
1,14,896717,1/20/2020 21:00,30.456
1,14,896717,1/20/2020 22:00,30.459
1,14,896717,1/20/2020 23:00,30.465
1,14,896717,1/21/2020 00:00,30.472
1,14,896717,1/21/2020 01:00,30.479
1,14,896717,1/21/2020 02:00,30.49
1,14,896717,1/21/2020 03:00,30.501
1,14,896717,1/21/2020 04:00,30.51
1,14,896717,1/21/2020 05:00,30.522
1,14,896717,1/21/2020 06:00,30.534
1,14,896717,1/21/2020 07:00,30.548
1,14,896717,1/21/2020 08:00,30.56
1,14,896717,1/21/2020 09:00,30.572
1,14,896717,1/21/2020 10:00,30.584
1,14,896717,1/21/2020 11:00,30.595
1,14,896717,1/21/2020 12:00,30.606
1,14,896717,1/21/2020 13:00,30.613
1,14,896717,1/21/2020 14:00,30.622
1,14,896717,1/21/2020 15:00,30.629
1,14,896717,1/21/2020 16:00,30.635
1,14,896717,1/21/2020 17:00,30.639
1,14,896717,1/21/2020 18:00,30.644
1,14,896717,1/21/2020 19:00,30.647
1,14,896717,1/21/2020 20:00,30.65
1,14,896717,1/21/2020 21:00,30.653
1,14,896717,1/21/2020 22:00,30.658
1,14,896717,1/21/2020 23:00,30.662
1,14,896717,1/22/2020 00:00,30.665
1,14,896717,1/22/2020 01:00,30.673
1,14,896717,1/22/2020 02:00,30.68
1,14,896717,1/22/2020 03:00,30.688
1,14,896717,1/22/2020 04:00,30.697
1,14,896717,1/22/2020 05:00,30.706
1,14,896717,1/22/2020 06:00,30.717
1,14,896717,1/22/2020 07:00,30.728
1,14,896717,1/22/2020 08:00,30.737
1,14,896717,1/22/2020 09:00,30.748
1,14,896717,1/22/2020 10:00,30.757
1,14,896717,1/22/2020 11:00,30.766
1,14,896717,1/22/2020 12:00,30.774
1,14,896717,1/22/2020 13:00,30.781
1,14,896717,1/22/2020 14:00,30.787
1,14,896717,1/22/2020 15:00,30.792
1,14,896717,1/22/2020 16:00,30.795
1,14,896717,1/22/2020 17:00,30.8
1,14,896717,1/22/2020 18:00,30.803
1,14,896717,1/22/2020 19:00,30.804
1,14,896717,1/22/2020 20:00,30.807
1,14,896717,1/22/2020 21:00,30.809
1,14,896717,1/22/2020 22:00,30.812
1,14,896717,1/22/2020 23:00,30.815
1,14,896717,1/23/2020 00:00,30.819
1,14,896717,1/23/2020 01:00,30.824
1,14,896717,1/23/2020 02:00,30.832
1,14,896717,1/23/2020 03:00,30.838
1,14,896717,1/23/2020 04:00,30.847
1,14,896717,1/23/2020 05:00,30.855
1,14,896717,1/23/2020 06:00,30.864
1,14,896717,1/23/2020 07:00,30.873
1,14,896717,1/23/2020 08:00,30.881
1,14,896717,1/23/2020 09:00,30.891
1,14,896717,1/23/2020 10:00,30.9
1,14,896717,1/23/2020 11:00,30.908
1,14,896717,1/23/2020 12:00,30.916
1,14,896717,1/23/2020 13:00,30.923
1,14,896717,1/23/2020 14:00,30.93
1,14,896717,1/23/2020 15:00,30.934
1,14,896717,1/23/2020 16:00,30.939
1,14,896717,1/23/2020 17:00,30.943
1,14,896717,1/23/2020 18:00,30.946
1,14,896717,1/23/2020 19:00,30.949
1,14,896717,1/23/2020 20:00,30.951
1,14,896717,1/23/2020 21:00,30.954
1,14,896717,1/23/2020 22:00,30.957
1,14,896717,1/23/2020 23:00,30.962
1,14,896717,1/24/2020 00:00,30.966
1,14,896717,1/24/2020 01:00,30.969
1,14,896717,1/24/2020 02:00,30.974
1,14,896717,1/24/2020 03:00,30.982
1,14,896717,1/24/2020 04:00,30.988
1,14,896717,1/24/2020 05:00,30.995
1,14,896717,1/24/2020 06:00,31.001
1,14,896717,1/24/2020 07:00,31.009
1,14,896717,1/24/2020 08:00,31.017
1,14,896717,1/24/2020 09:00,31.023
1,14,896717,1/24/2020 10:00,31.029
1,14,896717,1/24/2020 11:00,31.035
1,14,896717,1/24/2020 12:00,31.04
1,14,896717,1/24/2020 13:00,31.044
1,14,896717,1/24/2020 14:00,31.049
1,14,896717,1/24/2020 15:00,31.05
1,14,896717,1/24/2020 16:00,31.054
1,14,896717,1/24/2020 17:00,31.055
1,14,896717,1/24/2020 18:00,31.057
1,14,896717,1/24/2020 19:00,31.057
1,14,896717,1/24/2020 20:00,31.058
1,14,896717,1/24/2020 21:00,31.06
1,14,896717,1/24/2020 22:00,31.061
1,14,896717,1/24/2020 23:00,31.063
1,14,896717,1/25/2020 00:00,31.066
1,14,896717,1/25/2020 01:00,31.069
1,14,896717,1/25/2020 02:00,31.073
1,14,896717,1/25/2020 03:00,31.08
1,14,896717,1/25/2020 04:00,31.086
1,14,896717,1/25/2020 05:00,31.093
1,14,896717,1/25/2020 06:00,31.103
1,14,896717,1/25/2020 07:00,31.109
1,14,896717,1/25/2020 08:00,31.116
1,14,896717,1/25/2020 09:00,31.122
1,14,896717,1/25/2020 10:00,31.13
1,14,896717,1/25/2020 11:00,31.136
1,14,896717,1/25/2020 12:00,31.142
1,14,896717,1/25/2020 13:00,31.149
1,14,896717,1/25/2020 14:00,31.152
1,14,896717,1/25/2020 15:00,31.156
1,14,896717,1/25/2020 16:00,31.158
1,14,896717,1/25/2020 17:00,31.162
1,14,896717,1/25/2020 18:00,31.164
1,14,896717,1/25/2020 19:00,31.165
1,14,896717,1/25/2020 20:00,31.167
1,14,896717,1/25/2020 21:00,31.168
1,14,896717,1/25/2020 22:00,31.172
1,14,896717,1/25/2020 23:00,31.173
1,14,896717,1/26/2020 00:00,31.178
1,14,896717,1/26/2020 01:00,31.182
1,14,896717,1/26/2020 02:00,31.187
1,14,896717,1/26/2020 03:00,31.193
1,14,896717,1/26/2020 04:00,31.199
1,14,896717,1/26/2020 05:00,31.207
1,14,896717,1/26/2020 06:00,31.214
1,14,896717,1/26/2020 07:00,31.222
1,14,896717,1/26/2020 08:00,31.228
1,14,896717,1/26/2020 09:00,31.236
1,14,896717,1/26/2020 10:00,31.244
1,14,896717,1/26/2020 11:00,31.251
1,14,896717,1/26/2020 12:00,31.256
1,14,896717,1/26/2020 13:00,31.261
1,14,896717,1/26/2020 14:00,31.265
1,14,896717,1/26/2020 15:00,31.268
1,14,896717,1/26/2020 16:00,31.27
1,14,896717,1/26/2020 17:00,31.27
1,14,896717,1/26/2020 18:00,31.268
1,14,896717,1/26/2020 19:00,31.267
1,14,896717,1/26/2020 20:00,31.265
1,14,896717,1/26/2020 21:00,31.264
1,14,896717,1/26/2020 22:00,31.261
1,14,896717,1/26/2020 23:00,31.261
1,14,896717,1/27/2020 00:00,31.261
1,14,896717,1/27/2020 01:00,31.261
1,14,896717,1/27/2020 02:00,31.262
1,14,896717,1/27/2020 03:00,31.265
1,14,896717,1/27/2020 04:00,31.267
1,14,896717,1/27/2020 05:00,31.273
1,14,896717,1/27/2020 06:00,31.277
1,14,896717,1/27/2020 07:00,31.282
1,14,896717,1/27/2020 08:00,31.285
1,14,896717,1/27/2020 09:00,31.291
1,14,896717,1/27/2020 10:00,31.296
1,14,896717,1/27/2020 11:00,31.299
1,14,896717,1/27/2020 12:00,31.302
1,14,896717,1/27/2020 13:00,31.305
1,14,896717,1/27/2020 14:00,31.307
1,14,896717,1/27/2020 15:00,31.308
1,14,896717,1/27/2020 16:00,31.307
1,14,896717,1/27/2020 17:00,31.307
1,14,896717,1/27/2020 18:00,31.305
1,14,896717,1/27/2020 19:00,31.304
1,14,896717,1/27/2020 20:00,31.302
1,14,896717,1/27/2020 21:00,31.3
1,14,896717,1/27/2020 22:00,31.299
1,14,896717,1/27/2020 23:00,31.297
1,14,896717,1/28/2020 00:00,31.299
1,14,896717,1/28/2020 01:00,31.302
