Season,Nest,Tinytag,Time,Temperature,First emergence
2,13,896721,2/20/2021 1:30,32.574,
2,13,896721,2/20/2021 2:30,32.581,
2,13,896721,2/20/2021 3:30,32.581,
2,13,896721,2/20/2021 4:30,32.585,
2,13,896721,2/20/2021 5:30,32.591,
2,13,896721,2/20/2021 6:30,32.604,
2,13,896721,2/20/2021 7:30,32.612,
2,13,896721,2/20/2021 8:30,32.616,
2,13,896721,2/20/2021 9:30,32.626,
2,13,896721,2/20/2021 10:30,32.627,
2,13,896721,2/20/2021 11:30,32.637,
2,13,896721,2/20/2021 12:30,32.644,
2,13,896721,2/20/2021 13:30,32.657,
2,13,896721,2/20/2021 14:30,32.66,
2,13,896721,2/20/2021 15:30,32.668,
2,13,896721,2/20/2021 16:30,32.662,
2,13,896721,2/20/2021 17:30,32.663,
2,13,896721,2/20/2021 18:30,32.663,
2,13,896721,2/20/2021 19:30,32.66,
2,13,896721,2/20/2021 20:30,32.652,
2,13,896721,2/20/2021 21:30,32.648,
2,13,896721,2/20/2021 22:30,32.634,
2,13,896721,2/20/2021 23:30,32.634,
2,13,896721,2/21/2021 0:30,32.624,
2,13,896721,2/21/2021 1:30,32.609,
2,13,896721,2/21/2021 2:30,32.602,
2,13,896721,2/21/2021 3:30,32.591,
2,13,896721,2/21/2021 4:30,32.584,
2,13,896721,2/21/2021 5:30,32.582,
2,13,896721,2/21/2021 6:30,32.571,
2,13,896721,2/21/2021 7:30,32.563,
2,13,896721,2/21/2021 8:30,32.548,
2,13,896721,2/21/2021 9:30,32.537,
2,13,896721,2/21/2021 10:30,32.528,
2,13,896721,2/21/2021 11:30,32.521,
2,13,896721,2/21/2021 12:30,32.511,
2,13,896721,2/21/2021 13:30,32.506,
2,13,896721,2/21/2021 14:30,32.497,
2,13,896721,2/21/2021 15:30,32.479,
2,13,896721,2/21/2021 16:30,32.47,
2,13,896721,2/21/2021 17:30,32.459,
2,13,896721,2/21/2021 18:30,32.448,
2,13,896721,2/21/2021 19:30,32.441,
2,13,896721,2/21/2021 20:30,32.43,
2,13,896721,2/21/2021 21:30,32.417,
2,13,896721,2/21/2021 22:30,32.409,
2,13,896721,2/21/2021 23:30,32.403,
2,13,896721,2/22/2021 0:30,32.397,
2,13,896721,2/22/2021 1:30,32.385,
2,13,896721,2/22/2021 2:30,32.378,
2,13,896721,2/22/2021 3:30,32.372,
2,13,896721,2/22/2021 4:30,32.369,
2,13,896721,2/22/2021 5:30,32.368,
2,13,896721,2/22/2021 6:30,32.368,
2,13,896721,2/22/2021 7:30,32.366,
2,13,896721,2/22/2021 8:30,32.368,
2,13,896721,2/22/2021 9:30,32.368,
2,13,896721,2/22/2021 10:30,32.368,
2,13,896721,2/22/2021 11:30,32.369,
2,13,896721,2/22/2021 12:30,32.372,
2,13,896721,2/22/2021 13:30,32.374,
2,13,896721,2/22/2021 14:30,32.378,
2,13,896721,2/22/2021 15:30,32.38,
2,13,896721,2/22/2021 16:30,32.383,
2,13,896721,2/22/2021 17:30,32.388,
2,13,896721,2/22/2021 18:30,32.389,
2,13,896721,2/22/2021 19:30,32.389,
2,13,896721,2/22/2021 20:30,32.395,
2,13,896721,2/22/2021 21:30,32.397,
2,13,896721,2/22/2021 22:30,32.395,
2,13,896721,2/22/2021 23:30,32.4,
2,13,896721,2/23/2021 0:30,32.403,
2,13,896721,2/23/2021 1:30,32.405,
2,13,896721,2/23/2021 2:30,32.413,
2,13,896721,2/23/2021 3:30,32.419,
2,13,896721,2/23/2021 4:30,32.423,
2,13,896721,2/23/2021 5:30,32.433,
2,13,896721,2/23/2021 6:30,32.441,
2,13,896721,2/23/2021 7:30,32.45,
2,13,896721,2/23/2021 8:30,32.455,
2,13,896721,2/23/2021 9:30,32.469,
2,13,896721,2/23/2021 10:30,32.479,
2,13,896721,2/23/2021 11:30,32.49,
2,13,896721,2/23/2021 12:30,32.495,
2,13,896721,2/23/2021 13:30,32.503,
2,13,896721,2/23/2021 14:30,32.517,
2,13,896721,2/23/2021 15:30,32.521,
2,13,896721,2/23/2021 16:30,32.531,
2,13,896721,2/23/2021 17:30,32.54,
2,13,896721,2/23/2021 18:30,32.546,
2,13,896721,2/23/2021 19:30,32.556,
2,13,896721,2/23/2021 20:30,32.56,
2,13,896721,2/23/2021 21:30,32.571,
2,13,896721,2/23/2021 22:30,32.587,
2,13,896721,2/23/2021 23:30,32.587,
2,13,896721,2/24/2021 0:30,32.59,
2,13,896721,2/24/2021 1:30,32.612,
2,13,896721,2/24/2021 2:30,32.601,
2,13,896721,2/24/2021 3:30,32.623,
2,13,896721,2/24/2021 4:30,32.637,
2,13,896721,2/24/2021 5:30,32.654,
2,13,896721,2/24/2021 6:30,32.668,
2,13,896721,2/24/2021 7:30,32.679,
2,13,896721,2/24/2021 8:30,32.691,
2,13,896721,2/24/2021 9:30,32.702,
2,13,896721,2/24/2021 10:30,32.719,
2,13,896721,2/24/2021 11:30,32.733,
2,13,896721,2/24/2021 12:30,32.744,
2,13,896721,2/24/2021 13:30,32.754,
2,13,896721,2/24/2021 14:30,32.764,
2,13,896721,2/24/2021 15:30,32.777,
2,13,896721,2/24/2021 16:30,32.786,
2,13,896721,2/24/2021 17:30,32.799,
2,13,896721,2/24/2021 18:30,32.807,
2,13,896721,2/24/2021 19:30,32.819,
2,13,896721,2/24/2021 20:30,32.825,
2,13,896721,2/24/2021 21:30,32.838,
2,13,896721,2/24/2021 22:30,32.844,
2,13,896721,2/24/2021 23:30,32.85,
2,13,896721,2/25/2021 0:30,32.858,
2,13,896721,2/25/2021 1:30,32.866,
2,13,896721,2/25/2021 2:30,32.878,
2,13,896721,2/25/2021 3:30,32.886,
2,13,896721,2/25/2021 4:30,32.892,
2,13,896721,2/25/2021 5:30,32.905,
2,13,896721,2/25/2021 6:30,32.916,
2,13,896721,2/25/2021 7:30,32.927,
2,13,896721,2/25/2021 8:30,32.935,
2,13,896721,2/25/2021 9:30,32.946,
2,13,896721,2/25/2021 10:30,32.957,
2,13,896721,2/25/2021 11:30,32.961,
2,13,896721,2/25/2021 12:30,32.978,
2,13,896721,2/25/2021 13:30,32.991,
2,13,896721,2/25/2021 14:30,32.997,
2,13,896721,2/25/2021 15:30,33.007,
2,13,896721,2/25/2021 16:30,33.021,
2,13,896721,2/25/2021 17:30,33.03,
2,13,896721,2/25/2021 18:30,33.033,
2,13,896721,2/25/2021 19:30,33.043,
2,13,896721,2/25/2021 20:30,33.05,
2,13,896721,2/25/2021 21:30,33.06,
2,13,896721,2/25/2021 22:30,33.068,
2,13,896721,2/25/2021 23:30,33.077,
2,13,896721,2/26/2021 0:30,33.086,
2,13,896721,2/26/2021 1:30,33.096,
2,13,896721,2/26/2021 2:30,33.105,
2,13,896721,2/26/2021 3:30,33.113,
2,13,896721,2/26/2021 4:30,33.129,
2,13,896721,2/26/2021 5:30,33.135,
2,13,896721,2/26/2021 6:30,33.151,
2,13,896721,2/26/2021 7:30,33.166,
2,13,896721,2/26/2021 8:30,33.182,
2,13,896721,2/26/2021 9:30,33.195,
2,13,896721,2/26/2021 10:30,33.21,
2,13,896721,2/26/2021 11:30,33.224,
2,13,896721,2/26/2021 12:30,33.238,
2,13,896721,2/26/2021 13:30,33.253,
2,13,896721,2/26/2021 14:30,33.268,
2,13,896721,2/26/2021 15:30,33.278,
2,13,896721,2/26/2021 16:30,33.293,
2,13,896721,2/26/2021 17:30,33.309,
2,13,896721,2/26/2021 18:30,33.325,
2,13,896721,2/26/2021 19:30,33.334,
2,13,896721,2/26/2021 20:30,33.347,
2,13,896721,2/26/2021 21:30,33.361,
2,13,896721,2/26/2021 22:30,33.366,
2,13,896721,2/26/2021 23:30,33.383,
2,13,896721,2/27/2021 0:30,33.389,
2,13,896721,2/27/2021 1:30,33.4,
2,13,896721,2/27/2021 2:30,33.41,
2,13,896721,2/27/2021 3:30,33.422,
2,13,896721,2/27/2021 4:30,33.444,
2,13,896721,2/27/2021 5:30,33.452,
2,13,896721,2/27/2021 6:30,33.469,
2,13,896721,2/27/2021 7:30,33.488,
2,13,896721,2/27/2021 8:30,33.504,
2,13,896721,2/27/2021 9:30,33.518,
2,13,896721,2/27/2021 10:30,33.529,
2,13,896721,2/27/2021 11:30,33.551,
2,13,896721,2/27/2021 12:30,33.562,
2,13,896721,2/27/2021 13:30,33.583,
2,13,896721,2/27/2021 14:30,33.586,
2,13,896721,2/27/2021 15:30,33.609,
2,13,896721,2/27/2021 16:30,33.627,
2,13,896721,2/27/2021 17:30,33.638,
2,13,896721,2/27/2021 18:30,33.641,
2,13,896721,2/27/2021 19:30,33.663,
2,13,896721,2/27/2021 20:30,33.672,
2,13,896721,2/27/2021 21:30,33.68,
2,13,896721,2/27/2021 22:30,33.698,
2,13,896721,2/27/2021 23:30,33.709,
2,13,896721,2/28/2021 0:30,33.728,
2,13,896721,2/28/2021 1:30,33.729,
2,13,896721,2/28/2021 2:30,33.743,
2,13,896721,2/28/2021 3:30,33.758,
2,13,896721,2/28/2021 4:30,33.769,
2,13,896721,2/28/2021 5:30,33.783,
2,13,896721,2/28/2021 6:30,33.799,
2,13,896721,2/28/2021 7:30,33.818,
2,13,896721,2/28/2021 8:30,33.832,
2,13,896721,2/28/2021 9:30,33.844,
2,13,896721,2/28/2021 10:30,33.862,
2,13,896721,2/28/2021 11:30,33.871,
2,13,896721,2/28/2021 12:30,33.893,
2,13,896721,2/28/2021 13:30,33.9,
2,13,896721,2/28/2021 14:30,33.911,
2,13,896721,2/28/2021 15:30,33.922,
2,13,896721,2/28/2021 16:30,33.938,
2,13,896721,2/28/2021 17:30,33.955,
2,13,896721,2/28/2021 18:30,33.965,
2,13,896721,2/28/2021 19:30,33.972,
2,13,896721,2/28/2021 20:30,33.984,
2,13,896721,2/28/2021 21:30,33.995,
2,13,896721,2/28/2021 22:30,34.006,
2,13,896721,2/28/2021 23:30,34.017,
2,13,896721,3/1/2021 0:30,34.023,
2,13,896721,3/1/2021 1:30,34.039,
2,13,896721,3/1/2021 2:30,34.055,
2,13,896721,3/1/2021 3:30,34.063,
2,13,896721,3/1/2021 4:30,34.074,
2,13,896721,3/1/2021 5:30,34.088,
2,13,896721,3/1/2021 6:30,34.096,
2,13,896721,3/1/2021 7:30,34.109,
2,13,896721,3/1/2021 8:30,34.129,
2,13,896721,3/1/2021 9:30,34.132,
2,13,896721,3/1/2021 10:30,34.151,
2,13,896721,3/1/2021 11:30,34.166,
2,13,896721,3/1/2021 12:30,34.18,
2,13,896721,3/1/2021 13:30,34.197,
2,13,896721,3/1/2021 14:30,34.207,
2,13,896721,3/1/2021 15:30,34.221,
2,13,896721,3/1/2021 16:30,34.226,
2,13,896721,3/1/2021 17:30,34.236,
2,13,896721,3/1/2021 18:30,34.237,
2,13,896721,3/1/2021 19:30,34.264,
2,13,896721,3/1/2021 20:30,34.27,
2,13,896721,3/1/2021 21:30,34.282,
2,13,896721,3/1/2021 22:30,34.294,
2,13,896721,3/1/2021 23:30,34.302,
2,13,896721,3/2/2021 0:30,34.318,
2,13,896721,3/2/2021 1:30,34.32,
2,13,896721,3/2/2021 2:30,34.331,
2,13,896721,3/2/2021 3:30,34.342,
2,13,896721,3/2/2021 4:30,34.351,
2,13,896721,3/2/2021 5:30,34.361,
2,13,896721,3/2/2021 6:30,34.367,
2,13,896721,3/2/2021 7:30,34.386,
2,13,896721,3/2/2021 8:30,34.399,
2,13,896721,3/2/2021 9:30,34.409,
2,13,896721,3/2/2021 10:30,34.418,
2,13,896721,3/2/2021 11:30,34.436,
2,13,896721,3/2/2021 12:30,34.447,
2,13,896721,3/2/2021 13:30,34.458,
2,13,896721,3/2/2021 14:30,34.469,
2,13,896721,3/2/2021 15:30,34.477,
2,13,896721,3/2/2021 16:30,34.488,
2,13,896721,3/2/2021 17:30,34.49,
2,13,896721,3/2/2021 18:30,34.501,
2,13,896721,3/2/2021 19:30,34.512,
2,13,896721,3/2/2021 20:30,34.523,
2,13,896721,3/2/2021 21:30,34.534,
2,13,896721,3/2/2021 22:30,34.544,
2,13,896721,3/2/2021 23:30,34.547,
2,13,896721,3/3/2021 0:30,34.544,
2,13,896721,3/3/2021 1:30,34.56,
2,13,896721,3/3/2021 2:30,34.568,
2,13,896721,3/3/2021 3:30,34.581,
2,13,896721,3/3/2021 4:30,34.582,
2,13,896721,3/3/2021 5:30,34.593,
2,13,896721,3/3/2021 6:30,34.601,
2,13,896721,3/3/2021 7:30,34.616,
2,13,896721,3/3/2021 8:30,34.63,
2,13,896721,3/3/2021 9:30,34.633,
2,13,896721,3/3/2021 10:30,34.651,
2,13,896721,3/3/2021 11:30,34.656,
2,13,896721,3/3/2021 12:30,34.668,
2,13,896721,3/3/2021 13:30,34.681,
2,13,896721,3/3/2021 14:30,34.689,
2,13,896721,3/3/2021 15:30,34.696,
2,13,896721,3/3/2021 16:30,34.705,
2,13,896721,3/3/2021 17:30,34.718,
2,13,896721,3/3/2021 18:30,34.724,
2,13,896721,3/3/2021 19:30,34.724,
2,13,896721,3/3/2021 20:30,34.729,
2,13,896721,3/3/2021 21:30,34.743,
2,13,896721,3/3/2021 22:30,34.742,
2,13,896721,3/3/2021 23:30,34.75,
2,13,896721,3/4/2021 0:30,34.75,
2,13,896721,3/4/2021 1:30,34.759,
2,13,896721,3/4/2021 2:30,34.766,
2,13,896721,3/4/2021 3:30,34.771,
2,13,896721,3/4/2021 4:30,34.779,
2,13,896721,3/4/2021 5:30,34.785,
2,13,896721,3/4/2021 6:30,34.782,
2,13,896721,3/4/2021 7:30,34.793,
2,13,896721,3/4/2021 8:30,34.793,
2,13,896721,3/4/2021 9:30,34.799,
2,13,896721,3/4/2021 10:30,34.812,
2,13,896721,3/4/2021 11:30,34.822,
2,13,896721,3/4/2021 12:30,34.828,
2,13,896721,3/4/2021 13:30,34.833,
2,13,896721,3/4/2021 14:30,34.836,
2,13,896721,3/4/2021 15:30,34.836,
2,13,896721,3/4/2021 16:30,34.844,
2,13,896721,3/4/2021 17:30,34.839,
2,13,896721,3/4/2021 18:30,34.838,
2,13,896721,3/4/2021 19:30,34.843,
2,13,896721,3/4/2021 20:30,34.83,
2,13,896721,3/4/2021 21:30,34.825,
2,13,896721,3/4/2021 22:30,34.823,
2,13,896721,3/4/2021 23:30,34.814,
2,13,896721,3/5/2021 0:30,34.822,
2,13,896721,3/5/2021 1:30,34.815,
2,13,896721,3/5/2021 2:30,34.817,
2,13,896721,3/5/2021 3:30,34.819,
2,13,896721,3/5/2021 4:30,34.812,
2,13,896721,3/5/2021 5:30,34.819,
2,13,896721,3/5/2021 6:30,34.831,
2,13,896721,3/5/2021 7:30,34.828,
2,13,896721,3/5/2021 8:30,34.835,
2,13,896721,3/5/2021 9:30,34.841,
2,13,896721,3/5/2021 10:30,34.846,
2,13,896721,3/5/2021 11:30,34.836,
2,13,896721,3/5/2021 12:30,34.847,
2,13,896721,3/5/2021 13:30,34.854,
2,13,896721,3/5/2021 14:30,34.849,
2,13,896721,3/5/2021 15:30,34.863,
2,13,896721,3/5/2021 16:30,34.857,
2,13,896721,3/5/2021 17:30,34.849,
2,13,896721,3/5/2021 18:30,34.852,
2,13,896721,3/5/2021 19:30,34.855,
2,13,896721,3/5/2021 20:30,34.849,
2,13,896721,3/5/2021 21:30,34.849,
2,13,896721,3/5/2021 22:30,34.851,
2,13,896721,3/5/2021 23:30,34.844,
2,13,896721,3/6/2021 0:30,34.844,
2,13,896721,3/6/2021 1:30,34.843,
2,13,896721,3/6/2021 2:30,34.844,
2,13,896721,3/6/2021 3:30,34.846,
2,13,896721,3/6/2021 4:30,34.844,
2,13,896721,3/6/2021 5:30,34.843,
2,13,896721,3/6/2021 6:30,34.833,
2,13,896721,3/6/2021 7:30,34.849,
2,13,896721,3/6/2021 8:30,34.857,
2,13,896721,3/6/2021 9:30,34.859,
2,13,896721,3/6/2021 10:30,34.854,
2,13,896721,3/6/2021 11:30,34.857,
2,13,896721,3/6/2021 12:30,34.863,
2,13,896721,3/6/2021 13:30,34.87,
2,13,896721,3/6/2021 14:30,34.878,
2,13,896721,3/6/2021 15:30,34.863,
2,13,896721,3/6/2021 16:30,34.863,
2,13,896721,3/6/2021 17:30,34.86,
2,13,896721,3/6/2021 18:30,34.86,
2,13,896721,3/6/2021 19:30,34.843,
2,13,896721,3/6/2021 20:30,34.849,
2,13,896721,3/6/2021 21:30,34.847,
2,13,896721,3/6/2021 22:30,34.843,
2,13,896721,3/6/2021 23:30,34.841,
2,13,896721,3/7/2021 0:30,34.843,
2,13,896721,3/7/2021 1:30,34.849,
2,13,896721,3/7/2021 2:30,34.844,
2,13,896721,3/7/2021 3:30,34.843,
2,13,896721,3/7/2021 4:30,34.846,
2,13,896721,3/7/2021 5:30,34.841,
2,13,896721,3/7/2021 6:30,34.849,
2,13,896721,3/7/2021 7:30,34.849,
2,13,896721,3/7/2021 8:30,34.855,
2,13,896721,3/7/2021 9:30,34.863,
2,13,896721,3/7/2021 10:30,34.862,
2,13,896721,3/7/2021 11:30,34.884,
2,13,896721,3/7/2021 12:30,34.881,
2,13,896721,3/7/2021 13:30,34.881,
2,13,896721,3/7/2021 14:30,34.892,
2,13,896721,3/7/2021 15:30,34.895,
2,13,896721,3/7/2021 16:30,34.894,
2,13,896721,3/7/2021 17:30,34.891,
2,13,896721,3/7/2021 18:30,34.895,
2,13,896721,3/7/2021 19:30,34.889,
2,13,896721,3/7/2021 20:30,34.894,
2,13,896721,3/7/2021 21:30,34.895,
2,13,896721,3/7/2021 22:30,34.892,
2,13,896721,3/7/2021 23:30,34.897,
2,13,896721,3/8/2021 0:30,34.9,
2,13,896721,3/8/2021 1:30,34.895,
2,13,896721,3/8/2021 2:30,34.9,
2,13,896721,3/8/2021 3:30,34.905,
2,13,896721,3/8/2021 4:30,34.916,
2,13,896721,3/8/2021 5:30,34.913,
2,13,896721,3/8/2021 6:30,34.919,
2,13,896721,3/8/2021 7:30,34.931,
2,13,896721,3/8/2021 8:30,34.937,
2,13,896721,3/8/2021 9:30,34.943,
2,13,896721,3/8/2021 10:30,34.953,
2,13,896721,3/8/2021 11:30,34.953,
2,13,896721,3/8/2021 12:30,34.959,
2,13,896721,3/8/2021 13:30,34.966,
2,13,896721,3/8/2021 14:30,34.971,
2,13,896721,3/8/2021 15:30,34.972,
2,13,896721,3/8/2021 16:30,34.979,
2,13,896721,3/8/2021 17:30,34.971,
2,13,896721,3/8/2021 18:30,34.971,
2,13,896721,3/8/2021 19:30,34.972,
2,13,896721,3/8/2021 20:30,34.975,
2,13,896721,3/8/2021 21:30,34.967,
2,13,896721,3/8/2021 22:30,34.964,
2,13,896721,3/8/2021 23:30,34.966,
2,13,896721,3/9/2021 0:30,34.961,
2,13,896721,3/9/2021 1:30,34.964,
2,13,896721,3/9/2021 2:30,34.974,
2,13,896721,3/9/2021 3:30,34.977,
2,13,896721,3/9/2021 4:30,34.975,
2,13,896721,3/9/2021 5:30,34.975,
2,13,896721,3/9/2021 6:30,34.988,
2,13,896721,3/9/2021 7:30,34.985,
2,13,896721,3/9/2021 8:30,34.991,
2,13,896721,3/9/2021 9:30,35.003,
2,13,896721,3/9/2021 10:30,34.998,
2,13,896721,3/9/2021 11:30,35.009,
2,13,896721,3/9/2021 12:30,35.009,
2,13,896721,3/9/2021 13:30,35.009,
2,13,896721,3/9/2021 14:30,35.012,
2,13,896721,3/9/2021 15:30,35.011,
2,13,896721,3/9/2021 16:30,35.014,
2,13,896721,3/9/2021 17:30,35.012,
2,13,896721,3/9/2021 18:30,35.015,
2,13,896721,3/9/2021 19:30,35.012,
2,13,896721,3/9/2021 20:30,35.015,
2,13,896721,3/9/2021 21:30,35.022,
2,13,896721,3/9/2021 22:30,35.003,
2,13,896721,3/9/2021 23:30,35.007,
2,13,896721,3/10/2021 0:30,35.014,
2,13,896721,3/10/2021 1:30,35.009,
2,13,896721,3/10/2021 2:30,35.007,
2,13,896721,3/10/2021 3:30,34.999,
2,13,896721,3/10/2021 4:30,35.014,
2,13,896721,3/10/2021 5:30,35.011,
2,13,896721,3/10/2021 6:30,35.014,
2,13,896721,3/10/2021 7:30,35.02,
2,13,896721,3/10/2021 8:30,35.028,
2,13,896721,3/10/2021 9:30,35.025,
2,13,896721,3/10/2021 10:30,35.039,
2,13,896721,3/10/2021 11:30,35.041,
2,13,896721,3/10/2021 12:30,35.047,
2,13,896721,3/10/2021 13:30,35.039,
2,13,896721,3/10/2021 14:30,35.051,
2,13,896721,3/10/2021 15:30,35.054,
2,13,896721,3/10/2021 16:30,35.038,
2,13,896721,3/10/2021 17:30,35.052,
2,13,896721,3/10/2021 18:30,35.051,
2,13,896721,3/10/2021 19:30,35.054,
2,13,896721,3/10/2021 20:30,35.041,
2,13,896721,3/10/2021 21:30,35.047,
2,13,896721,3/10/2021 22:30,35.046,
2,13,896721,3/10/2021 23:30,35.056,
2,13,896721,3/11/2021 0:30,35.043,
2,13,896721,3/11/2021 1:30,35.047,
2,13,896721,3/11/2021 2:30,35.051,
2,13,896721,3/11/2021 3:30,35.044,
2,13,896721,3/11/2021 4:30,35.054,
2,13,896721,3/11/2021 5:30,35.052,
2,13,896721,3/11/2021 6:30,35.057,
2,13,896721,3/11/2021 7:30,35.056,
2,13,896721,3/11/2021 8:30,35.067,
2,13,896721,3/11/2021 9:30,35.075,
2,13,896721,3/11/2021 10:30,35.083,
2,13,896721,3/11/2021 11:30,35.086,
2,13,896721,3/11/2021 12:30,35.08,
2,13,896721,3/11/2021 13:30,35.083,
2,13,896721,3/11/2021 14:30,35.083,
2,13,896721,3/11/2021 15:30,35.083,
2,13,896721,3/11/2021 16:30,35.091,
2,13,896721,3/11/2021 17:30,35.097,
2,13,896721,3/11/2021 18:30,35.1,
2,13,896721,3/11/2021 19:30,35.089,
2,13,896721,3/11/2021 20:30,35.083,
2,13,896721,3/11/2021 21:30,35.086,
2,13,896721,3/11/2021 22:30,35.073,
2,13,896721,3/11/2021 23:30,35.073,
2,13,896721,3/12/2021 0:30,35.089,
2,13,896721,3/12/2021 1:30,35.07,
2,13,896721,3/12/2021 2:30,35.089,
2,13,896721,3/12/2021 3:30,35.078,
2,13,896721,3/12/2021 4:30,35.078,
2,13,896721,3/12/2021 5:30,35.076,
2,13,896721,3/12/2021 6:30,35.076,
2,13,896721,3/12/2021 7:30,35.088,
2,13,896721,3/12/2021 8:30,35.088,
2,13,896721,3/12/2021 9:30,35.096,
2,13,896721,3/12/2021 10:30,35.099,
2,13,896721,3/12/2021 11:30,35.104,
2,13,896721,3/12/2021 12:30,35.096,
2,13,896721,3/12/2021 13:30,35.108,
2,13,896721,3/12/2021 14:30,35.099,
2,13,896721,3/12/2021 15:30,35.096,
2,13,896721,3/12/2021 16:30,35.112,
2,13,896721,3/12/2021 17:30,35.113,
2,13,896721,3/12/2021 18:30,35.096,
2,13,896721,3/12/2021 19:30,35.089,
2,13,896721,3/12/2021 20:30,35.084,
2,13,896721,3/12/2021 21:30,35.084,
2,13,896721,3/12/2021 22:30,35.088,
2,13,896721,3/12/2021 23:30,35.084,
2,13,896721,3/13/2021 0:30,35.065,
2,13,896721,3/13/2021 1:30,35.07,
2,13,896721,3/13/2021 2:30,35.062,
2,13,896721,3/13/2021 3:30,35.064,
2,13,896721,3/13/2021 4:30,35.038,
2,13,896721,3/13/2021 5:30,35.06,
2,13,896721,3/13/2021 6:30,35.057,
2,13,896721,3/13/2021 7:30,35.054,
2,13,896721,3/13/2021 8:30,35.039,
2,13,896721,3/13/2021 9:30,35.033,
2,13,896721,3/13/2021 10:30,35.046,
2,13,896721,3/13/2021 11:30,35.054,
2,13,896721,3/13/2021 12:30,35.052,
2,13,896721,3/13/2021 13:30,35.047,
2,13,896721,3/13/2021 14:30,35.038,
2,13,896721,3/13/2021 15:30,35.038,
2,13,896721,3/13/2021 16:30,35.049,
2,13,896721,3/13/2021 17:30,35.036,
2,13,896721,3/13/2021 18:30,35.036,
2,13,896721,3/13/2021 19:30,35.049,
2,13,896721,3/13/2021 20:30,35.051,
2,13,896721,3/13/2021 21:30,35.039,
2,13,896721,3/13/2021 22:30,35.051,
2,13,896721,3/13/2021 23:30,35.039,
2,13,896721,3/14/2021 0:30,35.036,
2,13,896721,3/14/2021 1:30,35.02,
2,13,896721,3/14/2021 2:30,35.006,
2,13,896721,3/14/2021 3:30,35.023,
2,13,896721,3/14/2021 4:30,35.02,
2,13,896721,3/14/2021 5:30,35.015,
2,13,896721,3/14/2021 6:30,35.017,
2,13,896721,3/14/2021 7:30,35.027,
2,13,896721,3/14/2021 8:30,35.056,
2,13,896721,3/14/2021 9:30,35.07,
2,13,896721,3/14/2021 10:30,35.08,
2,13,896721,3/14/2021 11:30,35.113,
2,13,896721,3/14/2021 12:30,35.129,
2,13,896721,3/14/2021 13:30,35.157,
2,13,896721,3/14/2021 14:30,35.194,
2,13,896721,3/14/2021 15:30,35.276,
2,13,896721,3/14/2021 16:30,35.388,
2,13,896721,3/14/2021 17:30,35.411,
2,13,896721,3/14/2021 18:30,35.422,
2,13,896721,3/14/2021 19:30,35.469,
2,13,896721,3/14/2021 20:30,35.493,
2,13,896721,3/14/2021 21:30,35.504,
2,13,896721,3/14/2021 22:30,35.49,
2,13,896721,3/14/2021 23:30,35.475,
2,13,896721,3/15/2021 0:30,35.454,
2,13,896721,3/15/2021 1:30,35.43,
2,13,896721,3/15/2021 2:30,35.432,
2,13,896721,3/15/2021 3:30,35.403,
2,13,896721,3/15/2021 4:30,35.375,
2,13,896721,3/15/2021 5:30,35.35,
2,13,896721,3/15/2021 6:30,35.317,
2,13,896721,3/15/2021 7:30,35.306,
2,13,896721,3/15/2021 8:30,35.296,
2,13,896721,3/15/2021 9:30,35.301,
2,13,896721,3/15/2021 10:30,35.301,
2,13,896721,3/15/2021 11:30,35.3,
2,13,896721,3/15/2021 12:30,35.303,
2,13,896721,3/15/2021 13:30,35.288,
2,13,896721,3/15/2021 14:30,35.284,
2,13,896721,3/15/2021 15:30,35.28,
2,13,896721,3/15/2021 16:30,35.274,
2,13,896721,3/15/2021 17:30,35.272,
2,13,896721,3/15/2021 18:30,35.239,
2,13,896721,3/15/2021 19:30,35.224,
2,13,896721,3/15/2021 20:30,35.2,
2,13,896721,3/15/2021 21:30,35.186,
2,13,896721,3/15/2021 22:30,35.153,
2,13,896721,3/15/2021 23:30,35.12,
2,13,896721,3/16/2021 0:30,35.099,
2,13,896721,3/16/2021 1:30,35.105,
2,13,896721,3/16/2021 2:30,35.078,
2,13,896721,3/16/2021 3:30,35.044,
2,13,896721,3/16/2021 4:30,35.03,
2,13,896721,3/16/2021 5:30,34.996,
2,13,896721,3/16/2021 6:30,34.977,
2,13,896721,3/16/2021 7:30,34.955,
2,13,896721,3/16/2021 8:30,34.921,
2,13,896721,3/16/2021 9:30,34.902,
2,13,896721,3/16/2021 10:30,34.895,
2,13,896721,3/16/2021 11:30,34.878,
2,13,896721,3/16/2021 12:30,34.854,
2,13,896721,3/16/2021 13:30,34.867,
2,13,896721,3/16/2021 14:30,34.841,
2,13,896721,3/16/2021 15:30,34.836,
2,13,896721,3/16/2021 16:30,34.836,
2,13,896721,3/16/2021 17:30,34.83,
2,13,896721,3/16/2021 18:30,34.803,
2,13,896721,3/16/2021 19:30,34.788,
2,13,896721,3/16/2021 20:30,34.791,
2,13,896721,3/16/2021 21:30,34.774,
2,13,896721,3/16/2021 22:30,34.743,
2,13,896721,3/16/2021 23:30,34.718,
2,13,896721,3/17/2021 0:30,34.713,
2,13,896721,3/17/2021 1:30,34.688,
2,13,896721,3/17/2021 2:30,34.688,
2,13,896721,3/17/2021 3:30,34.63,
2,13,896721,3/17/2021 4:30,34.606,
2,13,896721,3/17/2021 5:30,34.593,
2,13,896721,3/17/2021 6:30,34.592,
2,13,896721,3/17/2021 7:30,34.527,
